"","id","ar_typ_","county_1","region","ALAND","AWATER"
"570","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"571","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"572","Washington-Outer","Outer","Washington","Portland Metro",7837455373,126207074
"573","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"574","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"575","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"576","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"577","Benton-Fringe","Fringe","Benton","Willamette Valley",26303551596,535237434
"578","Benton-Fringe","Fringe","Benton","Willamette Valley",26303551596,535237434
"579","Benton-Fringe","Fringe","Benton","Willamette Valley",26303551596,535237434
"580","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"581","Marion-Fringe","Fringe","Marion","Willamette Valley",26303551596,535237434
"582","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"583","Benton-Outer","Outer","Benton","Willamette Valley",26303551596,535237434
"584","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"585","Yamhill-Center","Center","Yamhill","Willamette Valley",26303551596,535237434
"586","Yamhill-Outer","Outer","Yamhill","Willamette Valley",26303551596,535237434
"587","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"588","Union-Outer","Outer","Union","Northeast",76231954730,338603126
"589","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"590","Polk-Inner","Inner","Polk","Willamette Valley",26303551596,535237434
"591","Polk-Outer","Outer","Polk","Willamette Valley",26303551596,535237434
"592","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"593","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"594","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"595","Marion-Fringe","Fringe","Marion","Willamette Valley",26303551596,535237434
"596","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"597","Marion-Fringe","Fringe","Marion","Willamette Valley",26303551596,535237434
"598","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"599","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"600","Benton-Outer","Outer","Benton","Willamette Valley",26303551596,535237434
"601","Benton-Fringe","Fringe","Benton","Willamette Valley",26303551596,535237434
"602","Benton-Outer","Outer","Benton","Willamette Valley",26303551596,535237434
"603","Benton-Fringe","Fringe","Benton","Willamette Valley",26303551596,535237434
"604","Benton-Inner","Inner","Benton","Willamette Valley",26303551596,535237434
"605","Benton-Inner","Inner","Benton","Willamette Valley",26303551596,535237434
"606","Benton-Fringe","Fringe","Benton","Willamette Valley",26303551596,535237434
"607","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"608","Benton-Fringe","Fringe","Benton","Willamette Valley",26303551596,535237434
"609","Marion-Fringe","Fringe","Marion","Willamette Valley",26303551596,535237434
"610","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"611","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"612","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"613","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"614","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"615","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"616","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"617","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"618","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"619","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"620","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"621","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"622","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"623","Marion-Fringe","Fringe","Marion","Willamette Valley",26303551596,535237434
"624","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"625","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"626","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"627","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"628","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"629","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"630","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"631","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"632","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"633","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"634","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"635","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"636","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"637","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"638","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"639","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"640","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"641","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"642","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"643","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"644","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"645","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"646","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"647","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"648","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"649","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"650","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"651","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"652","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"653","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"654","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"655","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"656","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"657","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"658","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"659","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"660","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"661","Columbia-Center","Center","Columbia","North Coast",9245287925,1890452492
"662","Columbia-Inner","Inner","Columbia","North Coast",9245287925,1890452492
"663","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"664","Columbia-Inner","Inner","Columbia","North Coast",9245287925,1890452492
"665","Yamhill-Inner","Inner","Yamhill","Willamette Valley",26303551596,535237434
"666","Yamhill-Outer","Outer","Yamhill","Willamette Valley",26303551596,535237434
"667","Yamhill-Center","Center","Yamhill","Willamette Valley",26303551596,535237434
"668","Yamhill-Fringe","Fringe","Yamhill","Willamette Valley",26303551596,535237434
"669","Yamhill-Fringe","Fringe","Yamhill","Willamette Valley",26303551596,535237434
"670","Yamhill-Fringe","Fringe","Yamhill","Willamette Valley",26303551596,535237434
"671","Columbia-Outer","Outer","Columbia","North Coast",9245287925,1890452492
"672","Columbia-Inner","Inner","Columbia","North Coast",9245287925,1890452492
"673","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"674","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"675","Columbia-Outer","Outer","Columbia","North Coast",9245287925,1890452492
"676","Clackamas-Inner","Inner","Clackamas","Portland Metro",7837455373,126207074
"677","Clackamas-Inner","Inner","Clackamas","Portland Metro",7837455373,126207074
"678","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"679","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"680","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"681","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"682","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"683","Clackamas-Inner","Inner","Clackamas","Portland Metro",7837455373,126207074
"684","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"685","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"686","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"687","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"688","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"689","Clackamas-Inner","Inner","Clackamas","Portland Metro",7837455373,126207074
"690","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"691","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"692","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"693","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"694","Multnomah-Outer","Outer","Multnomah","Portland Metro",7837455373,126207074
"695","Multnomah-Inner","Inner","Multnomah","Portland Metro",7837455373,126207074
"696","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"697","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"698","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"699","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"700","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"701","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"702","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"703","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"704","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"705","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"706","Deschutes-Outer","Outer","Deschutes","Deschutes",7815590704,94710204
"707","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"708","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"709","Deschutes-Outer","Outer","Deschutes","Deschutes",7815590704,94710204
"710","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"711","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"712","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"713","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"714","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"715","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"716","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"717","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"718","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"719","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"720","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"721","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"722","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"723","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"724","Jackson-Inner","Inner","Jackson","Southwest",32846296458,1783626345
"725","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"726","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"727","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"728","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"729","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"730","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"731","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"732","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"733","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"734","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"735","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"736","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"737","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"738","Umatilla-Outer","Outer","Umatilla","Northeast",76231954730,338603126
"739","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"740","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"741","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"742","Lincoln-Inner","Inner","Lincoln","North Coast",9245287925,1890452492
"743","Lincoln-Outer","Outer","Lincoln","North Coast",9245287925,1890452492
"744","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"745","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"746","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"747","Washington-Outer","Outer","Washington","Portland Metro",7837455373,126207074
"748","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"749","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"750","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"751","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"752","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"753","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"754","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"755","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"756","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"757","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"758","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"759","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"760","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"761","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"762","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"763","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"764","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"765","Washington-Outer","Outer","Washington","Portland Metro",7837455373,126207074
"766","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"767","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"768","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"769","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"770","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"771","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"772","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"773","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"774","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"775","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"776","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"777","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"778","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"779","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"780","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"781","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"782","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"783","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"784","Washington-Fringe","Fringe","Washington","Portland Metro",7837455373,126207074
"785","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"786","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"787","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"788","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"789","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"790","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"791","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"792","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"793","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"794","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"795","Washington-Inner","Inner","Washington","Portland Metro",7837455373,126207074
"796","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"797","Jackson-Center","Center","Jackson","Southwest",32846296458,1783626345
"798","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"799","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"800","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"801","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"802","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"803","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"804","Clackamas-Fringe","Fringe","Clackamas","Portland Metro",7837455373,126207074
"805","Clackamas-Outer","Outer","Clackamas","Portland Metro",7837455373,126207074
"806","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"807","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"808","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"809","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"810","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"811","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"812","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"813","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"814","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"815","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"816","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"817","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"818","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"819","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"820","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"821","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"822","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"823","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"824","Multnomah-Inner","Inner","Multnomah","Portland Metro",7837455373,126207074
"825","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"826","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"827","Multnomah-Inner","Inner","Multnomah","Portland Metro",7837455373,126207074
"828","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"829","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"830","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"831","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"832","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"833","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"834","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"835","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"836","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"837","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"838","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"839","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"840","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"841","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"842","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"843","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"844","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"845","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"846","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"847","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"848","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"849","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"850","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"851","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"852","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"853","Multnomah-Inner","Inner","Multnomah","Portland Metro",7837455373,126207074
"854","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"855","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"856","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"857","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"858","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"859","Multnomah-Inner","Inner","Multnomah","Portland Metro",7837455373,126207074
"860","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"861","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"862","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"863","Multnomah-Outer","Outer","Multnomah","Portland Metro",7837455373,126207074
"864","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"865","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"866","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"867","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"868","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"869","Multnomah-Fringe","Fringe","Multnomah","Portland Metro",7837455373,126207074
"870","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"871","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"872","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"873","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"874","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"875","Multnomah-Fringe","Fringe","Multnomah","Portland Metro",7837455373,126207074
"876","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"877","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"878","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"879","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"880","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"881","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"882","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"883","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"884","Multnomah-Fringe","Fringe","Multnomah","Portland Metro",7837455373,126207074
"885","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"886","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"887","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"888","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"889","Coos-Inner","Inner","Coos","Southwest",32846296458,1783626345
"890","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"891","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"892","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"893","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"894","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"895","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"896","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"897","Jackson-Inner","Inner","Jackson","Southwest",32846296458,1783626345
"898","Jackson-Fringe","Fringe","Jackson","Southwest",32846296458,1783626345
"899","Jackson-Center","Center","Jackson","Southwest",32846296458,1783626345
"900","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"901","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"902","Jackson-Fringe","Fringe","Jackson","Southwest",32846296458,1783626345
"903","Jackson-Inner","Inner","Jackson","Southwest",32846296458,1783626345
"904","Malheur-Fringe","Fringe","Malheur","Southeast",88327640728,1422765901
"905","Malheur-Outer","Outer","Malheur","Southeast",88327640728,1422765901
"906","Malheur-Fringe","Fringe","Malheur","Southeast",88327640728,1422765901
"907","Jackson-Center","Center","Jackson","Southwest",32846296458,1783626345
"908","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"909","Jackson-Outer","Outer","Jackson","Southwest",32846296458,1783626345
"910","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"911","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"912","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"913","Malheur-Fringe","Fringe","Malheur","Southeast",88327640728,1422765901
"914","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"915","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"916","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"917","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"918","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"919","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"920","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"921","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"922","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"923","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"924","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"925","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"926","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"927","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"928","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"929","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"930","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"931","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"932","Yamhill-Inner","Inner","Yamhill","Willamette Valley",26303551596,535237434
"933","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"934","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"935","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"936","Yamhill-Outer","Outer","Yamhill","Willamette Valley",26303551596,535237434
"937","Yamhill-Center","Center","Yamhill","Willamette Valley",26303551596,535237434
"938","Yamhill-Fringe","Fringe","Yamhill","Willamette Valley",26303551596,535237434
"939","Yamhill-Outer","Outer","Yamhill","Willamette Valley",26303551596,535237434
"940","Klamath-Outer","Outer","Klamath","Southeast",88327640728,1422765901
"941","Klamath-Fringe","Fringe","Klamath","Southeast",88327640728,1422765901
"942","Klamath-Fringe","Fringe","Klamath","Southeast",88327640728,1422765901
"943","Klamath-Outer","Outer","Klamath","Southeast",88327640728,1422765901
"944","Klamath-Inner","Inner","Klamath","Southeast",88327640728,1422765901
"945","Klamath-Fringe","Fringe","Klamath","Southeast",88327640728,1422765901
"946","Klamath-Outer","Outer","Klamath","Southeast",88327640728,1422765901
"947","Jackson-Fringe","Fringe","Jackson","Southwest",32846296458,1783626345
"948","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"949","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"950","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
